Hash;Timestamp;Branching Time;Merge Time;Committers 1;Committers 2;Diff Committers;Same Committers;Commits 1;Commits 2;Changed Files 1;Changed Files 2;Changed Files Intersection;Conflict;Conflicted Files;Chunks;Modified Chunks;Self Conflicts
9fe1d4769e1984c2bb9ddfe99a78d690ede3f78c;2016-09-06 09:05:29 +0200;2.7655093;4.6739352;1;3;3;0;1;7;3;6;NONE;false;0;0;0;0
5d038778a807e6241f3671fd8eb44d924e8ff618;2016-09-06 08:48:07 +0200;7.9489583;13.9578356;2;1;2;0;11;1;11;1;NONE;false;0;0;0;0
956811eb352fce19ec67a9dae11dff7e46d79cdf;2016-09-06 08:47:41 +0200;7.2541898;13.9575347;1;1;1;0;9;1;9;2;NONE;false;0;0;0;0
2891a883cb455edba33163b1b87140d8a01de706;2016-08-18 15:25:37 +0200;0.8849074;9.1690278;1;1;1;0;2;2;2;6;NONE;false;0;0;0;0
df0fa9b1825e520996cd64eb559a1d968dc92f17;2016-08-18 14:41:21 +0200;6.4617361;15.6200463;4;1;3;1;20;1;20;2;NONE;false;0;0;0;0
59404fd81d194ce328f0b4909c21d45146062a7c;2016-08-09 11:22:13 +0200;2.0803819;2.0860995;1;1;1;0;5;1;8;1;NONE;false;0;0;0;0
949a61082684efd1f18ee9459241f3e96caf3ecc;2016-08-09 11:20:22 +0200;2.0800231;2.0848148;1;1;0;1;2;2;2;6;NONE;false;0;0;0;0
b44698e923fe14fdbd5cdc15914abd3e49b89b56;2016-08-09 11:19:51 +0200;2.6598264;4.8959838;3;1;2;1;8;1;8;2;NONE;false;0;0;0;0
5d63c041db848c359f617a36126438970008abe2;2016-08-07 09:18:14 +0200;0.7550926;2.8115278;2;1;2;0;6;1;5;3;NONE;false;0;0;0;0
0dd62a98b8963839e6ba834aab3750954b89dbfb;2016-08-06 11:18:13 +0300;10.6846644;14.6695602;5;1;5;0;33;2;49;3;SOME;false;0;0;0;0
690b09d5745bb53373b42784b54e9127544c6688;2016-08-06 11:16:47 +0300;1.5641088;3.4363194;1;1;1;0;5;2;5;2;NONE;false;0;0;0;0
07b7f47ae702d9d5f2f63228776ea00ea290e848;2016-08-04 14:49:38 +0300;5.0743056;5.1762384;4;1;3;1;16;4;20;5;NONE;false;0;0;0;0
324ce6366290bacb86748cd5049dc6775e1097b9;2016-08-03 00:17:19 +0200;0.6472454;1.0018519;3;1;3;0;7;1;8;2;NONE;false;0;0;0;0
23dee481b6a51b6f9ac110a61271b08126ea790d;2016-08-03 00:48:29 +0300;5.3900463;7.2483449;4;1;4;0;22;1;40;1;NONE;false;0;0;0;0
2486c04281514642ac5b4b969e73d6d70ea2a229;2016-08-02 10:59:59 +0300;5.0245718;6.6729977;3;1;3;0;19;2;35;5;NONE;false;0;0;0;0
77ebe2047d8c4dd0171c9f8509303880e665c2bf;2016-07-31 15:38:50 +0200;0.9267361;1.2520718;1;1;0;1;2;2;3;7;SOME;true;1;1;1;1
044edbdde3118a64f5ad8b3a99e2200768338b20;2016-07-30 09:35:51 +0200;17.0776852;19.4421759;3;1;3;0;20;1;45;2;NONE;false;0;0;0;0
0f44312e948e20b1ac1771c02d205498a9b7829e;2016-07-22 18:14:03 +0200;2.1276157;7.7447222;1;1;0;1;5;1;5;3;NONE;false;0;0;0;0
0bd121e88d36e2cd68db04daa8b1062b3063ca25;2016-07-06 17:40:53 +0200;1.4276736;1.8589468;4;1;3;1;19;2;53;5;SOME;false;0;0;0;0
f0cf602db6e24c931557704897cad260aa71e0b7;2016-07-06 08:15:38 +0200;0.2682986;0.9676273;2;1;2;0;12;3;27;23;NONE;false;0;0;0;0
f25dcffd4831a38be123cc9c602e45883680c4de;2016-07-06 00:28:04 +0200;1.0081713;1.1417130;2;1;2;0;11;3;27;3;NONE;false;0;0;0;0
661b6831eaa19c5b1cbfb4b4be3d11ef1703c22b;2016-07-06 00:09:08 +0200;7.4205787;12.1393981;2;1;1;1;10;1;25;4;SOME;false;0;0;0;0
03c0ac93bebf15cbbe10256556da1ddb64afb424;2016-07-05 21:32:04 +0200;6.3361227;12.0303241;2;1;1;1;4;3;5;16;SOME;false;0;0;0;0
edf61c5b7c4b4675bb9c69c4f44467d67faa03f7;2016-07-05 09:02:15 +0200;0.6993403;11.5096181;1;1;1;0;1;2;1;4;NONE;false;0;0;0;0
6bba4d877538a37a70d29aeb1f713ea765744fd2;2016-06-07 23:39:36 +0200;3.1946528;5.2743403;6;1;5;1;21;2;60;58;SOME;false;0;0;0;0
226b7cf7fc2b132ef9c1e0b1f779207758258855;2016-06-06 13:42:06 +0200;14.0036458;14.0647454;6;3;5;1;70;7;172;13;SOME;false;0;0;0;0
0a6aa48fd092cd53830cfb32381fbadfdb2a5c3a;2016-06-06 10:48:44 +0200;1.6535995;3.7390162;2;1;2;0;6;3;26;10;SOME;false;0;0;0;0
dc0b198aae2f481d6217c4dfbcfca4027ea60b21;2016-06-06 10:48:04 +0200;3.7334838;4.9157060;1;1;1;0;5;1;25;2;NONE;false;0;0;0;0
dbdcb3c785e9d8ff70dcce6a2e148cd3da6d15f6;2016-06-01 12:49:27 +0200;0.1082870;0.7616435;3;1;2;1;7;1;23;5;SOME;false;0;0;0;0
9563ef2341c70c110dac82260b4dfb5f4233f4f4;2016-06-01 12:07:14 +0200;0.7532176;1.1669907;2;1;2;0;4;3;21;11;NONE;false;0;0;0;0
15a2cf335acba009215b3950dbb3e33dba3a8281;2016-06-01 11:20:28 +0200;350.1382986;350.9780671;35;1;35;0;951;1;833;1;NONE;false;0;0;0;0
786efbfd96223d006aee559f818a63561d84b6fc;2016-05-31 18:52:25 +0200;3.9352431;4.3062847;2;1;2;0;18;1;54;20;SOME;false;0;0;0;0
28471bc9758a0495aa44c7dcb6627d6f42edea3f;2016-05-28 13:48:05 +0200;0.4405093;0.7818056;1;1;1;0;2;1;13;1;NONE;false;0;0;0;0
cd61241b75f2b76ce0ccb81410eaed0e49faa91a;2016-05-27 16:42:26 +0200;0.1186921;0.2160185;1;1;1;0;1;1;20;4;NONE;false;0;0;0;0
7cd4ed8ed03f3a9255956ca8fa19d3f45edd94cd;2016-05-25 09:35:10 +0200;4.4219329;8.3944329;3;1;2;1;25;2;94;17;SOME;true;2;2;2;2
73a8273b2e80de40a9be8a4d0912b1c51df11355;2016-05-25 09:07:27 +0200;1.3616204;1.6575231;3;1;2;1;6;2;13;28;NONE;false;0;0;0;0
0ee34311a51cda06989ae93f270450e423a8b3ed;2016-05-24 19:09:40 +0200;127.1009028;127.1703009;21;1;20;1;489;1;378;3;NONE;false;0;0;0;0
bd080896bf9f6d3b82f5dd878810aebf5c46e9c3;2016-05-24 19:08:01 +0200;12.9185532;14.0939468;3;1;3;0;29;2;97;2;NONE;false;0;0;0;0
17123896e1c20712f759973eefb7c9986012acaf;2016-05-23 14:31:29 +0300;5.8854398;6.5585417;4;1;3;1;19;2;64;2;ALL;false;0;0;0;0
fa31b43239040af6038ff704ad6e7d5d3585da7f;2016-05-23 14:29:00 +0300;6.7941551;6.7971991;3;3;1;2;3;18;13;63;SOME;false;0;0;0;0
3103b02b59fb102a3ff1b91377adb21e2d83a170;2016-05-23 09:37:26 +0200;7.6939931;8.8183333;1;3;2;1;2;17;18;41;SOME;true;1;1;1;1
e365d9c170a94e23edf43abf96e68feb4061ae67;2016-05-21 15:25:22 +0200;17.9203588;18.0923264;8;1;7;1;60;4;82;10;SOME;false;0;0;0;0
1eb2d21d5a9722edb9d62d96f1f55cbf23992891;2016-05-17 17:13:58 +0300;4.9492824;6.9730787;1;3;3;0;1;12;2;33;ALL;true;2;2;2;0
0465e203e1070fe3e29c8032e4a98e592a23b1e1;2016-05-16 18:24:21 +0200;6.8575694;8.0833912;5;1;5;0;22;1;41;1;NONE;false;0;0;0;0
1adc923c21cacfc6dc3512c0700d01158fc05ea6;2016-05-16 18:21:02 +0200;2.1817245;2.9910648;2;1;1;1;4;1;4;3;NONE;false;0;0;0;0
bc2104cec6dc44e9a1b2cf35bf376659b0c4fe29;2016-05-09 21:48:44 +0200;11.8390741;11.9351736;8;1;8;0;60;2;74;3;NONE;false;0;0;0;0
75bf0370156d55386b6d31dd3aa8d4a7b8b39281;2016-05-09 21:46:56 +0200;2.3138310;3.5373727;2;1;2;0;7;1;12;1;NONE;false;0;0;0;0
62289e09b3c4516d183dec5706a5ac390711d3a5;2016-05-09 21:46:08 +0200;1.0903125;3.5368171;1;1;1;0;3;3;7;5;NONE;false;0;0;0;0
5b4e3de91445fbb22cd3ffb9a5ae00f75d3502af;2016-05-06 08:53:07 +0200;33.3114815;35.3724074;10;1;10;0;352;2;314;1;NONE;false;0;0;0;0
fe33d1cf38577f8535cd444759581c580df72616;2016-05-06 08:50:23 +0200;0.5565162;1.7528935;2;1;2;0;20;1;18;1;NONE;false;0;0;0;0
fb33a1c9c2be895248f2de47c9068b96e165693e;2016-05-06 08:43:30 +0200;3.5719213;6.0162616;3;2;2;1;19;19;47;18;SOME;false;0;0;0;0
1c72ac145f2d9e3076d11ff14757514bcb5f8ceb;2016-05-02 16:49:14 +0200;4.6198264;4.7271875;3;1;3;0;16;1;33;4;NONE;false;0;0;0;0
fcf829abc48195ce76aea27f81a825a7d7cf3759;2016-05-02 16:31:13 +0200;1.5570602;4.3227315;1;1;1;0;4;8;1;31;NONE;false;0;0;0;0
951133b1b6212a102f34bfc5f43dc6744267517d;2016-04-30 08:20:05 +0200;13.8496065;18.9300231;4;1;4;0;38;3;117;1;NONE;false;0;0;0;0
f90ecff6c082aafdc4fe18db342c6d4606b3de74;2016-04-28 08:46:29 +0200;1.5881250;2.3993056;1;1;1;0;2;2;17;1;NONE;false;0;0;0;0
0caa31e2f900ce3233a332085434898af0a4851d;2016-04-27 23:22:05 +0200;0.0437847;2.0707523;1;1;0;1;1;1;2;17;SOME;false;0;0;0;0
4401bdb0cde979fcda07579a1c7959e4f05d8163;2016-04-26 09:15:11 +0200;0.5399884;0.9967708;1;2;1;1;1;12;1;52;ALL;true;1;1;1;0
2363b3e46fe964643be048e75807a31134883fdf;2016-04-25 21:40:12 +0200;7.4465278;9.1490278;4;1;3;1;24;3;76;28;SOME;false;0;0;0;0
624c8e31bef410bf2cde25d58683d3e069fbbe56;2016-04-25 21:25:20 +0200;22.8234838;24.8947801;6;1;5;1;293;3;257;10;SOME;true;2;20;20;1
1f3bd678a42561f1b38c85fff9880b609e7d32f1;2016-04-23 17:16:54 +0200;8.6308912;8.7239931;2;1;2;0;11;4;41;19;SOME;false;0;0;0;0
8d27f616ab02d0a4004a1a03759376a6edd95c84;2016-04-18 11:12:30 +0200;9.8667940;9.9732986;3;2;2;1;10;8;31;37;SOME;true;1;3;3;3
5adad08526bff5bddcbaa3c9f7fdedea03fbd82a;2016-04-15 00:54:38 +0200;0.5051968;3.6206829;1;1;1;0;1;3;16;11;SOME;true;1;1;1;0
bd1cf036021f2174af6314142e4d602f4c57361f;2016-04-11 10:00:51 +0200;28.4023264;28.4048958;6;1;5;1;270;1;208;6;SOME;true;1;9;9;0
085fe6e81b5ae56a7530aeb57e089c96a35f2001;2016-04-11 09:58:34 +0200;0.8931134;2.9219560;1;1;1;0;2;1;14;2;NONE;false;0;0;0;0
efbb8d143a618e92637f2af722df3d8b77d84bba;2016-04-11 09:57:31 +0200;4.7976042;6.6692361;5;1;5;0;54;1;57;14;SOME;false;0;0;0;0
d58b0e6749dc6763a7d4096e8d1f3038a56e3975;2016-04-08 11:32:40 +0200;25.4641204;25.4686574;5;1;4;1;263;1;203;4;ALL;true;1;5;5;1
4e280fb467d8b2fb8310cbe28486ffcce98dc3a6;2016-04-08 11:27:33 +0200;25.4592361;25.4651042;5;1;4;1;260;2;200;5;SOME;true;1;5;5;1
6daa22a122cebd35e5905b997cd635a1d24cc19b;2016-04-08 11:20:31 +0200;5.4151505;7.4747685;3;1;3;0;255;1;196;2;NONE;false;0;0;0;0
50eb96185df648fe02cd49ae6fc0b80a64ee4157;2016-04-08 11:19:40 +0200;5.4088426;7.4741782;2;1;2;0;253;1;195;2;SOME;false;0;0;0;0
3db0537f4adba45ccb36410cbdc95fc612ac429a;2016-04-08 11:10:35 +0200;2.7531713;7.4678704;2;1;1;1;251;1;192;3;NONE;false;0;0;0;0
0e3cc4e0f39c6a0390580830e15acdb9112a65e0;2016-04-08 11:09:01 +0200;8.2049421;9.1198958;2;1;2;0;50;1;78;5;SOME;true;1;2;2;0
3a1a51c8081044d06ef1951880ae129351eb52dc;2016-04-06 17:17:53 +0200;23.6983102;23.7083912;1;1;1;0;3;240;2;188;NONE;false;0;0;0;0
cb0bd32a2bd17150e6d81dba11b4d0bed9e91d5a;2016-04-06 08:45:15 +0200;49.2711227;60.6711111;1;7;6;1;2;52;10;44;SOME;true;3;3;3;0
1ecfe11ae6a05bd56994e0e67c4273e66cf7537f;2016-03-31 23:56:51 +0200;22.8280208;41.2344329;6;1;6;0;48;2;42;2;NONE;false;0;0;0;0
3c340faf6d3edee23026786da7b9fbe28c4ed509;2016-03-13 23:17:48 +0100;67.5362384;68.2175231;6;1;6;0;91;1;73;1;NONE;false;0;0;0;0
affb88ff9d833e3503a64705cb507f769a7db139;2016-03-13 23:01:17 +0100;17.9519213;23.2375116;4;1;4;0;44;1;37;6;SOME;true;1;1;1;0
e114e8fd14f7c974f4a61fbca764c5efe5aecf50;2016-03-13 22:53:48 +0100;3.3341667;5.0047569;2;1;2;0;20;5;26;2;NONE;false;0;0;0;0
85d61dcdfbd699ad6d7c33be8e1c911e4452351c;2016-03-13 11:32:07 +0100;2.7392245;8.4884028;1;1;1;0;3;16;2;24;SOME;false;0;0;0;0
916efe0c46e94983cb41e651a0e88be3380b8a95;2016-03-11 14:43:09 +0100;7.5074537;20.8915856;1;2;2;0;14;15;23;10;SOME;true;1;24;24;0
7e391ea6a76ed1ad96e58229bfdb8e44a1c62783;2016-03-04 23:48:49 +0100;7.4994329;14.2705208;1;1;1;0;12;2;3;7;NONE;false;0;0;0;0
f5cb52258da03fb0ed40b7019be2326ab7498fae;2016-02-03 13:44:43 +0100;20.0658565;21.0112037;3;1;2;1;28;4;21;8;SOME;false;0;0;0;0
0c809d726f3a6737c8afff1c7e2b0283596651c4;2016-01-18 21:47:13 +0100;4.6389120;5.3462731;1;1;0;1;1;13;1;8;NONE;false;0;0;0;0
68c941e314b75ac4bed10ae1bafa322d3ccc93e3;2016-01-15 19:14:30 +0100;25.6907292;28.0838310;1;3;2;1;2;14;6;28;NONE;false;0;0;0;0
4ee8000b0259243bb738662d12918defb4b4105e;2016-01-07 10:13:14 +0100;16.3122106;19.7079514;2;1;1;1;8;1;18;3;NONE;false;0;0;0;0
a3cdd8a2201383fbe79436e6970e93d97b741a2f;2016-01-06 10:09:06 +0100;15.6423958;18.7050810;1;1;1;0;5;2;7;11;NONE;false;0;0;0;0
826f675db898988b8068d8d0b9aa198a518f04c7;2015-12-20 20:39:31 -0500;8.9418750;11.4842245;1;3;3;0;3;15;7;20;SOME;true;1;1;1;0
603f686d5465271f6517ff2ae864b76c18dbdd48;2015-12-10 11:06:44 +0100;0.6815394;0.8364583;3;1;2;1;8;1;9;8;SOME;false;0;0;0;0
d20d446b0b8907bcaf37864eeff595fe758d2e64;2015-12-10 09:23:35 +0100;5.9450000;6.0656481;6;1;5;1;25;3;43;6;SOME;false;0;0;0;0
a8eead1a4b5851a2137f48bb5ff587725d85b518;2015-12-09 11:01:05 +0100;1.5395602;1.7958218;3;1;2;1;7;1;17;3;NONE;false;0;0;0;0
53201c66e393fbe6e4cea154364d69429450ece1;2015-12-08 10:39:43 +0100;19.1485417;19.7259722;6;1;5;1;37;1;71;7;SOME;false;0;0;0;0
6a866ed44d70a51dbf6b07a2e075fe4a8b43d798;2015-12-07 21:08:18 +0100;4.9101736;5.1896759;3;1;3;0;14;1;28;1;ALL;false;0;0;0;0
177c4af6efb45acb599dad7cae1853b72e5f2d5e;2015-12-07 15:55:06 +0100;12.0876852;12.7481713;4;1;3;1;16;1;32;2;NONE;false;0;0;0;0
ca76c017aaf7c83d535062a4e60cafb9222d6072;2015-12-07 15:54:22 +0100;3.0527894;3.3370255;2;1;2;0;6;1;18;2;NONE;false;0;0;0;0
c77c2583594a9a2c7d0339ec3216d822a8648096;2015-12-07 11:45:16 +0100;18.7222338;18.7714931;4;1;4;0;26;2;63;3;SOME;false;0;0;0;0
14e25062638613ab956bec8008c04f5c760c76cd;2015-11-19 16:01:35 +0100;0.2183102;0.9494907;2;1;1;1;8;2;15;18;SOME;true;1;2;2;2
ca67068cd402db68c0542c9fcf84d81f9caec2df;2015-11-19 15:28:05 +0100;0.9239583;2.2029282;3;1;2;1;5;3;14;4;SOME;false;0;0;0;0
655c23115e89821bd48d6b244550b7d4384c2fca;2015-11-19 15:24:49 +0100;0.0978472;0.9239583;1;1;1;0;1;2;8;4;NONE;false;0;0;0;0
22e9d5048fac5b6514c5f3b6ad3a5e43c7837dcb;2015-11-16 10:08:50 +0000;5.0309606;6.9504977;2;1;2;0;5;3;29;3;NONE;false;0;0;0;0
1fce2b1a3388edcd341a3398180e81a0847c096a;2015-11-16 10:07:54 +0000;12.3460880;18.0975810;8;1;7;1;32;2;29;27;SOME;false;0;0;0;0
1c4e833f4bb9ac3227eb80889a4d3cc8edbea8a4;2015-11-11 10:23:19 +0100;33.8616319;34.8214236;1;8;7;1;1;50;2;99;NONE;false;0;0;0;0
c90ccd378a992e61df0787736ab02f8feef5ad88;2015-11-09 11:19:48 +0000;5.3881366;11.1475116;7;1;7;0;27;1;26;2;SOME;true;1;1;1;0
e330eb2221781470ff0c32448b42d2aa2d6c1acd;2015-11-09 11:03:12 +0000;5.3770949;11.1359838;6;1;6;0;24;1;23;3;NONE;false;0;0;0;0
3e1b54df9bdd8376826a3ca3a417ddeec3112976;2015-11-09 10:52:09 +0000;18.9411343;20.8154398;5;1;5;0;27;1;47;1;NONE;false;0;0;0;0
148111ab3d6b10b1f9174ff488bdd162668c5a9d;2015-11-09 10:42:29 +0000;31.9159028;32.8764005;5;1;4;1;40;1;95;3;ALL;false;0;0;0;0
91f07d933b76d614334159b2ebe9c50edff69943;2015-11-09 10:41:07 +0000;23.5436111;25.0530093;4;1;4;0;24;1;47;1;NONE;false;0;0;0;0
ebdffd07b624f744b4afc0c2103ca80ea6e454b4;2015-11-08 20:42:52 +0100;22.9362500;24.4292245;2;1;2;0;16;4;38;3;NONE;false;0;0;0;0
852036bcfd2b58b8059da58ac32a43502833c936;2015-11-08 20:23:36 +0100;16.0874190;20.1706134;1;1;1;0;5;9;25;12;NONE;false;0;0;0;0
58eebfcc122a8dd1194ce662bd7a438c4c3c91af;2015-10-15 10:24:47 +0100;1.9748727;2.6828472;1;1;1;0;1;5;1;32;NONE;false;0;0;0;0
eb2a72c12c50a9449fd813c9bc8de9395541abd6;2015-10-06 09:06:00 +0100;17.7078935;17.7960880;6;1;5;1;73;3;107;9;SOME;false;0;0;0;0
0c39f4c738e6df2d233b1c915871164816a8a011;2015-10-05 13:41:00 +0100;0.7341551;0.8376736;2;1;1;1;4;1;3;1;NONE;false;0;0;0;0
3873a4bf8df9fa2774dd97ca15dee2b5047765e2;2015-10-05 13:40:34 +0100;2.0271644;2.9185764;1;1;1;0;4;1;10;2;NONE;false;0;0;0;0
05a06432ab6ff466978eae40eff25c26d623fd57;2015-10-05 10:54:14 +0100;0.7216204;0.9029861;1;1;1;0;1;1;1;0;ALL;false;0;0;0;0
619a53d9c5a6b09b218534064ce55d83e017eaa3;2015-10-02 07:24:21 +0100;13.6366551;13.7254977;5;1;5;0;60;1;92;5;NONE;false;0;0;0;0
7a37c36628a4c7a62be80e079f63c5b8cc07d4c0;2015-10-02 07:17:14 +0100;59.7886806;65.6483218;8;1;8;0;149;1;294;3;SOME;false;0;0;0;0
4689d24793d4366351a3ffd060e82804d36d6f51;2015-10-02 07:03:01 +0100;0.7389931;0.7577778;3;1;2;1;23;3;27;9;SOME;false;0;0;0;0
41c4081807f2de199a244cff95d7cf4a09bab758;2015-10-02 07:01:45 +0100;0.8748380;1.8797338;3;1;2;1;26;2;41;5;SOME;false;0;0;0;0
6b63dc8f9dd12532f5023e50d653309e637b486a;2015-10-01 13:17:46 +0100;0.0237847;0.0263079;1;1;1;0;3;9;2;21;NONE;false;0;0;0;0
229ffae5d683fd4e35b75142b2f2ae407afb2faf;2015-10-01 13:17:36 +0100;2.0002778;2.1333102;2;1;2;0;14;8;20;21;NONE;false;0;0;0;0
7e3a3061657f2be83405fd73cae90deeecd8c9fe;2015-10-01 12:43:21 +0100;0.0154630;1.1169560;1;2;1;1;2;12;2;17;NONE;false;0;0;0;0
c8dd7b22ccb0d61d22003263276eb609c7ed4fea;2015-10-01 12:39:53 +0100;12.8464352;12.9446181;3;1;3;0;34;1;61;3;NONE;false;0;0;0;0
9e4ce7c3130152430802213868935332730d62a8;2015-10-01 12:24:55 +0100;14.8056134;14.8462963;4;1;3;1;34;1;59;3;SOME;false;0;0;0;0
7c398336b654fb82fe74d529ca54cef27c49e450;2015-10-01 12:21:45 +0100;1.8412384;2.0945255;1;1;0;1;8;1;14;2;SOME;false;0;0;0;0
97e67e8dff3ae9066d54e81e42e5e742531ef67b;2015-10-01 12:21:25 +0100;3.0947569;5.8355324;2;1;1;1;17;1;38;5;NONE;false;0;0;0;0
0b23fbcf701df7dcf04dcf092934abe7cf7b6b14;2015-10-01 12:21:11 +0100;3.0945370;5.8353704;2;1;1;1;15;1;37;2;SOME;false;0;0;0;0
cee96e58751337317d103ea57ce231a699d1f8e5;2015-10-01 12:20:52 +0100;1.9931944;5.8351505;2;1;1;1;13;1;32;5;NONE;false;0;0;0;0
b942f6faa5308b657faf8689b5bd338e494939b1;2015-09-29 11:05:38 +0200;4.9434838;5.0104977;1;1;1;0;1;10;5;29;NONE;false;0;0;0;0
76e4eb5093792dd2a4b9eab954d8d46d6dff7a1f;2015-09-24 12:23:30 +0200;7.7005903;7.8036458;1;3;2;1;7;12;27;32;SOME;true;5;23;23;23
d19a95343c9246988805fa6d004318caf4b0d3ab;2015-09-18 13:59:38 +0100;2.0001273;4.0884259;4;1;3;1;20;1;156;3;SOME;false;0;0;0;0
de1c65831124ae5b18e5dfe91526b95ee022f1ee;2015-09-16 18:01:40 +0200;0.0301505;0.0695833;1;3;3;0;3;8;13;36;NONE;false;0;0;0;0
60ce4d2a1a2dd097f1b7c1c1034d23e172c46481;2015-09-16 17:06:15 +0200;1.2417130;1.2947685;3;1;3;0;7;8;36;60;NONE;false;0;0;0;0
ef0a4ee7d022dc9bd9e0506aee4b61a1a4c265a7;2015-09-16 16:22:50 +0200;1.0295949;1.2340856;1;1;0;1;1;1;12;15;NONE;false;0;0;0;0
8d16056062f8f3fa8a001e8e2a9eeec5bac1101d;2015-09-15 16:57:19 +0100;0.9520718;1.2118171;2;1;2;0;6;1;93;1;NONE;false;0;0;0;0
ffbfdfee8261657f87f1434296d07e6bba9e4a0d;2015-09-15 10:33:24 +0200;0.6917361;0.7139005;3;1;3;0;9;5;8;57;NONE;false;0;0;0;0
51f29f8ac2761778990107a95a561c1dce9d3b04;2015-09-15 10:01:47 +0200;0.3860301;3.9752431;3;1;3;0;8;3;8;66;SOME;false;0;0;0;0
46d2a8ca1753cb710a3b98b3c389724789729c7b;2015-09-14 17:25:41 +0200;0.0657292;0.0665972;1;1;0;1;3;1;56;6;NONE;false;0;0;0;0
9f0759ab240d88f20880906fb46033426c12d6d2;2015-09-14 15:50:44 +0200;0.0433796;0.3203009;1;1;0;1;1;1;51;26;NONE;false;0;0;0;0
f5d273fe51a2739b6c8c78f4f7b9d047c3418c84;2015-09-14 10:42:48 +0100;0.0366319;0.0952662;1;1;1;0;1;2;1;3;NONE;false;0;0;0;0
0671b90cb01064e7b024dc34a4c2ec871a525474;2015-09-14 09:49:50 +0100;3.5338657;3.7738310;2;1;2;0;5;1;3;3;NONE;false;0;0;0;0
6df95336d4c25814d092bdf7eea2953b4c5bdc06;2015-09-14 08:25:37 +0100;2.7489468;5.8562847;3;1;3;0;9;1;8;1;NONE;false;0;0;0;0
7eedb314fe1e6f4d5962088d084b13b75abe7214;2015-09-11 10:37:26 +0200;1.9874074;2.5514583;2;1;2;0;5;2;6;2;SOME;false;0;0;0;0
e0507291ee290d7c4348a5bbbac63946ff683138;2015-09-10 11:58:49 +0200;1.9277894;2.9291319;1;1;1;0;1;4;1;8;NONE;false;0;0;0;0
e24685995c1f0ddb3d4bfa1b0ee20c73bf8e38d1;2015-09-04 14:48:14 +0100;0.1144792;1.2256597;3;1;2;1;13;2;31;2;SOME;false;0;0;0;0
38e8f65ba3e904fbab582c39db90dcad2e6bc08f;2015-09-04 13:49:30 +0100;14.1506829;15.0953472;2;1;2;0;19;2;23;19;SOME;false;0;0;0;0
2be7a76961e3ce5ef43caf30d02d50b75db2415f;2015-09-04 13:34:21 +0100;3.1222338;6.8151620;1;1;0;1;9;1;11;1;NONE;false;0;0;0;0
cbbdd19bbffcb3b1f1db194396feb0c18c352426;2015-09-04 13:32:31 +0100;7.8185069;7.8724421;1;1;0;1;8;2;11;3;NONE;false;0;0;0;0
aaf80ae16df61b6a48a82f8126694a0ecc6735c5;2015-09-04 13:31:40 +0100;15.9265046;17.1253472;5;1;4;1;24;2;37;7;SOME;false;0;0;0;0
dc6d1c589e597ac26989fe2aac987b54d4c39628;2015-08-27 08:56:54 +0100;8.0172801;8.7802431;1;3;3;0;2;11;3;24;SOME;false;0;0;0;0
9875644cad382a044fd735a2670a803a13ea1b6f;2015-08-19 09:30:03 +0200;40.6126157;41.9820486;1;4;4;0;3;36;9;125;SOME;true;2;2;2;0
0163916a8802e947384225cae9f64cc556a9cbf7;2015-08-18 12:06:20 +0100;13.6275000;20.8490856;2;1;2;0;8;1;7;9;SOME;false;0;0;0;0
0b10ed4da0ba75fa998e198a59b45497646bc901;2015-08-18 08:41:45 +0100;0.9720486;6.3701042;1;1;0;1;3;1;3;2;NONE;false;0;0;0;0
3b1206875a2a60b3a14d26242e00859247ca7305;2015-08-18 08:41:32 +0100;5.3645949;7.0089931;1;1;1;0;1;2;1;3;NONE;false;0;0;0;0
21380068a5204d7a6db42a3d6d082490c18a06b1;2015-07-13 10:08:42 +0100;1.5926157;2.9387616;1;1;1;0;2;1;2;2;NONE;false;0;0;0;0
ca7e5cecf8a178105a65e0a5ad07074dcf7914b3;2015-07-09 17:38:43 +0100;3.2980556;6.2674653;1;5;4;1;1;11;3;59;NONE;false;0;0;0;0
e78284c55dccec308e134cf36f4e9389f1792acb;2015-07-08 09:55:54 +0200;4.9927546;5.7063657;4;1;4;0;15;1;67;3;NONE;false;0;0;0;0
69899b1e60e4bf9006cb0ca0afab4a769e7dc1af;2015-07-07 16:16:21 +0100;1.2538079;4.2102662;2;1;2;0;4;2;37;5;NONE;false;0;0;0;0
bbb522c8e711da2fa21976bee30985c1e71a0dec;2015-07-07 16:16:01 +0100;1.2536806;4.2100347;1;1;1;0;2;1;30;7;NONE;false;0;0;0;0
4f851b4b4b0994c6479aeddfaab60cb1926a5dc4;2015-07-03 11:13:34 +0100;0.7902662;0.8315046;1;1;0;1;5;3;12;6;SOME;false;0;0;0;0
9c8eed0b94e2f4d0ea6de9995cae716fe1bdb6a8;2015-07-02 15:58:44 +0100;0.2374190;1.0675694;1;1;1;0;2;2;2;3;NONE;false;0;0;0;0
2849f8793d12496642e8749dc2d25cbf22c8fc43;2015-06-29 12:38:07 +0100;34.8196644;96.0664583;1;1;1;0;6;1;14;1;NONE;false;0;0;0;0
bc204ce17731687c6c28587e2ce957bb5af0448d;2015-06-23 14:35:29 +0200;0.0434491;0.9454282;2;1;2;0;3;1;25;2;NONE;false;0;0;0;0
