Hash;Timestamp;Branching Time;Merge Time;Committers 1;Committers 2;Diff Committers;Same Committers;Commits 1;Commits 2;Changed Files 1;Changed Files 2;Changed Files Intersection;Conflict;Conflicted Files;Chunks;Modified Chunks;Self Conflicts
335eb1ef1c4bd13c9e90ad8ff578dc3e5309438c;2015-06-20 08:31:08 +0100;0.0054282;0.8141204;1;1;1;0;2;1;2;3;NONE;false;0;0;0;0
6b39fe005cf1cf87183f7270437f9354f3dc9942;2015-06-19 18:41:30 +0100;0.0124769;0.3171875;1;1;1;0;4;1;4;2;NONE;false;0;0;0;0
d017ab1e526bec8323d23a539e4c4ba8998e286a;2015-06-19 12:44:13 +0100;0.0688542;0.1020370;1;1;0;1;1;4;2;10;NONE;false;0;0;0;0
f58dfc78c5052b3b2c7dad59772548fd5d9e4656;2015-06-19 11:04:45 +0100;0.6642130;0.7459144;2;1;1;1;5;2;9;9;SOME;false;0;0;0;0
bfffa41585f344d9eb8dbdeae4203401c5b833fe;2015-06-18 20:02:26 +0100;62.9657523;65.3916435;13;1;13;0;213;2;229;5;SOME;true;1;1;1;0
0a1bd0b770cf4c421f95e70b8551b5df09e0b458;2015-06-18 14:24:22 +0100;0.5976736;0.8202199;5;1;4;1;13;12;11;28;SOME;false;0;0;0;0
9804139c5d0f678ad9dc46fb5cef81e051c12a11;2015-06-18 08:52:16 +0100;1.0569676;1.9168171;4;1;4;0;12;1;9;2;NONE;false;0;0;0;0
a32ed0dcd4a2b9d7a0755b76c73db835986af1a0;2015-06-18 08:20:02 +0100;7.8191551;7.8796181;5;1;4;1;18;1;35;3;SOME;false;0;0;0;0
38968977e9ebf5b002cb4b1810dd8f80ba6b3eb3;2015-06-18 07:30:08 +0100;1.0203935;1.8597801;3;1;3;0;6;2;4;2;NONE;false;0;0;0;0
263220fc880c9b0674aa2e030843f652062e978c;2015-06-18 07:27:59 +0100;2.4114699;2.9742824;2;1;2;0;5;1;14;2;NONE;false;0;0;0;0
f65bc869273495b405fb0a55d2dc68950381c648;2015-06-18 07:26:50 +0100;0.4893287;1.8574884;1;1;1;0;2;1;1;1;NONE;false;0;0;0;0
65645eb24befdb5822a899af0378e63e01a21d30;2015-06-17 18:43:15 +0100;2.3071296;3.9197338;1;2;2;0;1;3;1;13;NONE;false;0;0;0;0
78fe28d70befe12e2e226585b293d3bdb1860d9c;2015-06-15 08:05:01 +0100;4.0432639;5.8241667;3;1;3;0;10;1;30;1;NONE;false;0;0;0;0
f87ce11695495097f7aa6e7fc0489df24eae2225;2015-06-09 12:18:13 +0100;1.0061111;1.1366898;1;1;1;0;8;1;7;2;NONE;false;0;0;0;0
577e9da6df7848623edd383fc2742e7eaad37391;2015-06-08 15:41:38 +0100;0.1591667;0.2779514;1;1;0;1;6;1;6;3;SOME;false;0;0;0;0
ac1709bf610602746783b4e9a541957cb7680a8f;2015-06-08 15:39:42 +0100;0.1565856;0.2766088;1;1;0;1;4;1;5;2;SOME;false;0;0;0;0
74910a8724c5a5630f989ff971e117ffb634c03e;2015-06-08 15:35:59 +0100;0.1556134;0.2740278;1;1;0;1;2;1;3;2;NONE;false;0;0;0;0
f5fad1d31117efc51c8a3dac6d9100eda07a2279;2015-06-08 15:34:35 +0100;0.0548264;0.8708681;1;1;1;0;1;1;1;3;NONE;false;0;0;0;0
43ee8204eabe6e76dd7bb6d1ff864b60e28632f5;2015-06-07 15:21:25 +0100;54.7009838;62.9188542;9;1;9;0;156;2;190;2;NONE;false;0;0;0;0
a756f69a28acb73b4aa35e2e6a5fa6f3bfcda447;2015-06-07 15:14:37 +0100;9.2576852;9.7457060;5;1;5;0;51;1;91;1;ALL;false;0;0;0;0
f112bdbd58a5bf8397a637e3b0f16776f552c793;2015-06-07 15:10:46 +0100;3.2301505;3.2919329;4;1;3;1;30;2;64;3;NONE;false;0;0;0;0
119adbba6525cc44f42fee8b43e0795bf0b7114a;2015-06-07 15:05:50 +0100;18.6869213;18.9459838;8;1;7;1;82;1;130;1;NONE;true;1;1;1;0
9276cbb3c0d725d74263cc784c092dbae0f29e84;2015-06-07 14:58:41 +0100;26.0612963;27.0393403;8;1;7;1;104;4;144;17;SOME;false;0;0;0;0
8e88dd5678d7e7a13622d6a686ca3597f7c0e768;2015-06-07 14:53:06 +0100;23.8936343;25.7789352;7;1;7;0;101;1;140;2;SOME;false;0;0;0;0
25e24c0bbfb9c49ce38e954d7a407536fc3c4403;2015-06-06 09:05:16 +0100;0.7625694;0.7720370;2;1;1;1;5;1;8;2;NONE;false;0;0;0;0
2d9c125769054a3f5e77e427102ce799a8c83633;2015-06-06 09:05:05 +0100;0.7612153;0.7719097;1;1;1;0;2;2;5;3;NONE;false;0;0;0;0
9d1a6965abaabdeb218fefeef06ff4b5c20fac45;2015-06-06 09:03:08 +0100;1.0109722;2.0366319;2;1;1;1;7;1;9;3;NONE;false;0;0;0;0
4d47c6a2b0b82cddd0d79d908f3af6f18a5bb0ea;2015-06-05 13:48:03 +0100;0.8292940;1.2344907;1;1;1;0;2;2;5;4;NONE;false;0;0;0;0
15ca383cfe80746db9413bf255c5bdbebca49a9e;2015-06-04 10:34:25 +0200;8.8663079;9.5257407;6;1;5;1;46;1;72;3;SOME;true;1;1;1;0
65dfc3b3b6c13fdf990c85141f6d76005b5bbb15;2015-06-04 08:10:23 +0100;1.0337037;3.0357060;2;1;2;0;4;1;9;6;NONE;false;0;0;0;0
109a0c961ecfc122cf49a4189ece44f7310c5e22;2015-06-03 14:50:25 +0100;4.0817593;5.7289005;2;1;2;0;12;1;23;2;NONE;false;0;0;0;0
9d025569695eca9933e914adb7eb81dfe938e1dd;2015-05-30 00:33:56 +0100;0.1684375;0.2446644;1;1;1;0;1;1;1;5;NONE;false;0;0;0;0
5c4bc10100f7089424590a4b25421124b40c672e;2015-05-29 16:01:01 +0100;0.5620602;1.7395370;1;1;1;0;1;1;6;7;NONE;false;0;0;0;0
adf9b491c0e42b2c5d5575cd9cafd1ba04b9d88f;2015-05-27 22:03:59 +0100;0.0205787;0.2622338;2;2;1;1;2;4;7;3;NONE;false;0;0;0;0
6a681519d23be2b67b322256f9376b0e0edda528;2015-05-27 16:16:07 +0100;0.3039699;0.8900347;3;1;3;0;15;2;18;2;NONE;false;0;0;0;0
4b77b86554ca8b8b84f2acd3808cdb44a7d5014e;2015-05-27 15:14:40 +0100;0.0054051;0.0468634;2;1;1;1;8;7;10;8;ALL;false;0;0;0;0
7d544f79dbbf4455f13fe2605e4b480a20471a43;2015-05-27 15:11:45 +0100;0.0462384;0.0578241;1;2;2;0;6;2;8;4;NONE;false;0;0;0;0
04e43e23cc241d98f4c70a2b819a7c186d2c65bb;2015-05-27 16:03:58 +0200;0.0016898;0.0524190;1;1;1;0;6;1;8;2;NONE;false;0;0;0;0
ea4bd5ce5e1f68defcc78835c01539cb05c9ebc7;2015-05-27 14:04:45 +0100;28.0292940;29.8373958;4;1;3;1;61;5;110;8;SOME;false;0;0;0;0
39332ba734c0fd733cb7489e62d0f44fb23490a9;2015-05-26 18:34:08 +0100;29.6006250;34.0529167;3;1;3;0;58;1;109;2;NONE;false;0;0;0;0
8f77889617ee7ad7afaec93e3473afba4b8e67e6;2015-05-21 00:11:56 +0200;1.0235648;1.2835532;1;1;1;0;3;2;22;3;NONE;false;0;0;0;0
fa2c4bf4029866e4df6b938766b94968ad4d7c68;2015-05-21 00:03:27 +0200;1.3132639;1.3443981;1;1;1;0;4;2;6;22;NONE;false;0;0;0;0
93da29af6e506189364a9664d1f5dd3a6452db1b;2015-05-19 15:31:11 +0100;0.0301968;0.0337500;1;1;1;0;1;1;3;21;NONE;false;0;0;0;0
86123e09430a8ca6f4003d4d4cc2c8b11e2effdc;2015-05-19 11:29:16 +0200;0.8585185;0.8652083;2;1;1;1;5;9;14;33;SOME;false;0;0;0;0
e1b90143b870f34339cd7b5211c01da3c0c10a97;2015-05-19 09:31:25 +0100;7.4461111;10.7406019;2;1;1;1;10;3;14;12;SOME;false;0;0;0;0
042f39158a24e784b2fb289dbba8182b47198511;2015-05-06 10:29:45 +0100;0.4149190;6.8307292;1;1;1;0;2;1;3;8;NONE;false;0;0;0;0
3307a561f8b0a479ff69ba37a786e532886747c6;2015-04-20 15:43:44 +0100;3.1710880;3.9054051;1;1;1;0;1;8;0;7;ALL;false;0;0;0;0
d2c2d20316010d95087668daa0eba68b7591a8ba;2015-04-20 15:18:43 +0100;17.5115278;19.9415278;2;1;1;1;13;2;36;3;NONE;false;0;0;0;0
2773d1b62df0d8297f2dfd212ff01c3f5e8eac97;2015-04-20 09:33:42 +0100;2.9308681;3.6484375;1;1;1;0;1;3;0;4;ALL;false;0;0;0;0
0e8d37030e87f0abe8ff3c6ddb44b27bdd8e839a;2015-04-14 10:38:28 +0100;4.6409375;11.0486343;1;1;0;1;2;1;1;3;NONE;false;0;0;0;0
976a72dafd582ad7f5271b9a13d26df1617cfb95;2015-03-27 10:06:18 +0000;0.7618171;0.9178472;1;1;1;0;8;2;19;13;NONE;false;0;0;0;0
9f5481122a86080262380253dffb661d6ccac18a;2015-03-26 14:53:08 +0000;1.8480671;2.1202431;1;1;1;0;5;1;18;9;NONE;false;0;0;0;0
da8bdf9eec430626470963cfef2adbb7954ef9a0;2015-03-23 16:39:24 +0000;16.7459028;17.1707292;2;1;2;0;14;1;45;2;NONE;false;0;0;0;0
8927061d581e6f630c18c5bca167cc2f19f573ab;2015-03-03 17:26:54 +0000;3.2971644;4.3310995;2;1;2;0;7;2;45;14;NONE;false;0;0;0;0
097c9419b068b6abc95ee285f8b455167e1360bd;2015-02-26 09:26:25 +0000;0.6154861;1.7720833;1;1;1;0;2;2;4;3;NONE;false;0;0;0;0
d7c6d9d8130f7899b1473e9c75616fa0f8b8429c;2015-02-11 13:41:08 +0000;4.8523727;4.8921181;1;2;2;0;1;5;2;15;NONE;false;0;0;0;0
a79734c5a2f15db32d305ead88c599b356d6d65d;2015-02-06 16:16:29 +0000;0.0724653;0.7560532;1;1;1;0;1;2;1;18;NONE;false;0;0;0;0
48c7ae8408c4b5888aa51b44c9d39218b44b55b3;2015-02-04 15:49:18 +0000;0.8850463;5.1054514;1;2;2;0;2;19;1;91;NONE;false;0;0;0;0
3365e4b9f6bdbeff688105157ee8e4b4a94c3100;2015-02-03 18:03:35 +0000;4.2165972;5.9273611;1;1;1;0;1;3;1;28;NONE;false;0;0;0;0
1952d5837701dcb2843cfc93be8db560f2d7d3b2;2015-01-21 14:50:32 +0000;13.9841782;15.2680671;1;1;1;0;1;7;1;2;NONE;false;0;0;0;0
7dcfeaa699c2778132d8cb8159f92b35cc029e54;2014-12-19 13:44:53 +0000;1.6840856;2.8685185;1;1;1;0;1;2;1;1;NONE;false;0;0;0;0
2c37a6f22f3d816dedfc1fef0080a2a1f688dd3a;2014-12-11 16:56:30 +0000;1.0077431;2.0949421;1;1;1;0;1;8;1;11;NONE;false;0;0;0;0
adf41080f02ab0196e912c40babe5be4931b8c5d;2014-12-02 11:18:24 +0000;0.8325694;4.8559954;1;1;1;0;1;4;1;13;NONE;false;0;0;0;0
9b848adb71712b16fa449460c15e43714e012f54;2014-11-20 13:52:36 +0000;1.0545486;1.1814236;1;1;1;0;1;1;4;2;NONE;false;0;0;0;0
7bb8fa519382c20859ea90ea4cc1cb226d2a6252;2014-11-19 07:51:34 +0100;0.7694907;1.6153588;1;1;1;0;2;1;32;3;NONE;false;0;0;0;0
5f4c330a11961bbce2b0046ebbb9a4b002d4bd58;2014-11-17 16:05:27 +0000;0.3434722;1.2467130;1;1;1;0;1;2;5;6;NONE;false;0;0;0;0
0f64157d77885619a2940937951af485258fe931;2014-11-15 11:11:00 +0000;0.4348958;0.5397801;1;1;1;0;2;3;1;23;NONE;false;0;0;0;0
5f1d4737ac808b7cd17b66a7ec2c81b64ac6e6f7;2014-11-15 08:23:55 +0000;0.4235764;0.4589468;1;1;1;0;1;1;1;1;NONE;false;0;0;0;0
b6fa561ee8577de4f5221139240acc012fadbab3;2014-11-14 14:08:12 +0000;0.0171875;0.1258681;1;1;0;1;1;2;2;29;NONE;false;0;0;0;0
f84bd89fdd27cdba55c6fac3b4ae595bd1d9b28a;2014-11-14 08:23:55 +0000;1.2294560;1.9796759;1;3;3;0;1;8;1;8;NONE;false;0;0;0;0
572903208bae122c1d8d7ca121a753f16df65c08;2014-11-13 11:52:57 +0000;54.0540162;57.8299306;7;1;7;0;39;1;30;1;NONE;false;0;0;0;0
4fe95878f0d32e5e944be6519cb03eded09d07ee;2014-11-13 10:58:23 +0000;68.4721875;72.9957870;6;1;6;0;43;2;31;1;NONE;false;0;0;0;0
e6a0eabedcbe52982b81dca7a5bd7e435efb485c;2014-11-13 08:29:19 +0000;0.4961806;0.6622106;1;1;1;0;1;2;2;2;NONE;false;0;0;0;0
fd3586fda7cfbc736ec38ca2b69c41a413db7ae6;2014-11-12 15:22:57 +0000;0.0171065;1.6866088;1;2;2;0;1;6;1;3;NONE;false;0;0;0;0
3cfe3b17bdb67bf154e67473afa082d6b83820ee;2014-11-12 15:09:18 +0000;20.7943171;21.9913310;5;1;5;0;47;2;138;2;NONE;false;0;0;0;0
a74071e0937dcf2adde01ed354df741fe2039ef4;2014-11-12 15:05:31 +0000;11.8354745;13.0335995;3;1;3;0;21;1;76;1;NONE;false;0;0;0;0
f39663c12fa88df8c24cb0e0cebb17da191ae03c;2014-11-12 14:59:15 +0000;11.6794444;13.2988657;2;1;2;0;5;1;3;1;NONE;false;0;0;0;0
fa3b3059613041f5b6ceb73abc3a987f17fc7acb;2014-11-12 14:58:09 +0000;7.0941898;13.2981019;1;1;1;0;1;3;1;2;NONE;false;0;0;0;0
cd33b86a6bda3658052de1ac7ca5bfd089c41f5b;2014-11-04 10:46:30 +0000;0.0763773;1.4473264;1;1;1;0;1;2;1;6;NONE;false;0;0;0;0
941fdb7dd25e44408fa394b809cbe82490819e5c;2014-10-30 10:52:05 +0000;0.0498611;0.8398843;1;1;1;0;2;2;5;1;ALL;false;0;0;0;0
2a33567b77906cced1660f9deedca7d6b11227f9;2014-10-29 14:42:39 +0000;0.0637153;0.1085880;2;1;1;1;3;1;7;15;NONE;false;0;0;0;0
2d5a6e6c7021fbe7dfceebb487740273c407381c;2014-10-29 14:38:44 +0000;0.1817824;0.7780671;3;1;2;1;6;1;19;2;NONE;false;0;0;0;0
363867015de912d54e1de77856c21e400b044d58;2014-10-29 12:06:17 +0000;0.6689699;0.7424074;2;1;2;0;4;1;15;2;NONE;false;0;0;0;0
1a1f3fdd6a8a1225a98c386b3073c27f6dbebc6e;2014-10-29 11:30:35 +0000;4.4902894;5.6788194;1;1;1;0;4;1;43;7;SOME;true;3;3;3;0
afbb3e8b77467a9903c515962c449a59980935dc;2014-10-20 22:46:50 -0400;1.8318634;2.2803472;2;1;1;1;3;1;8;7;ALL;true;4;7;7;6
ed827e52ac1425f7054dc0269abaca81a1d7cf15;2014-10-18 15:40:31 +0100;0.9067940;0.9995023;1;1;1;0;1;2;2;1;NONE;false;0;0;0;0
c16e9528f95e3d343aab74c61ef5c46270d01f3c;2014-10-17 13:40:18 +0100;0.1569444;0.8164931;1;2;2;0;6;3;10;60;SOME;true;2;2;2;0
40b32716d854809b75b2e06c552c6e0e15e66abf;2014-10-17 09:48:19 +0100;0.3153819;1.7389583;1;1;1;0;1;1;1;52;NONE;false;0;0;0;0
ac9f89621e6a2f04918f073a36f2da877a2fb9bc;2014-10-14 17:18:23 +0100;1.0196181;1.2452083;2;1;1;1;2;3;7;1;ALL;false;0;0;0;0
22f077e7eba2b1d62b704b4e670455cbe40257cf;2014-10-13 16:49:21 +0100;4.0404745;5.0152546;1;1;1;0;2;2;13;1;NONE;false;0;0;0;0
db262498bba8374d1f549282aa496a5747423585;2014-10-09 10:27:00 +0100;1.0195139;1.8219676;1;1;1;0;4;1;16;1;NONE;false;0;0;0;0
49b436ecf2c16e84f2cbdafac9e71d7ffa683719;2014-10-08 12:17:02 +0100;0.9013079;1.0360995;1;1;1;0;1;2;4;2;NONE;false;0;0;0;0
efabd61a05fa6e844e604ccdce9d94f2ea8a1592;2014-09-26 21:06:51 +0100;0.0593056;0.3359375;1;1;1;0;2;1;4;24;NONE;false;0;0;0;0
037950b5caa67c9355cfbc614a140e901f01ee49;2014-09-22 07:43:50 +0100;9.5473727;12.6938773;1;1;1;0;6;1;61;25;SOME;false;0;0;0;0
37b158af5b38c3015e0142a424b328ff33f3a0be;2014-09-16 16:57:51 +0100;0.0016898;0.0028704;1;1;1;0;1;2;1;1;NONE;false;0;0;0;0
7f1073151db68e0b4bc1bd0f0e6f73f4e12c411f;2014-09-16 16:55:10 +0100;10.7450926;15.2018866;1;1;1;0;3;1;3;1;NONE;false;0;0;0;0
77a9bfb2d5978be59ed5da5a15caab74fa1f0eae;2014-08-15 15:19:31 +0100;8.9496528;8.9543750;2;2;0;2;8;3;25;89;SOME;true;4;4;4;1
cf96769e566fa6864945f33de1d6bf343774c947;2014-08-14 09:51:24 +0100;0.7771644;2.7433796;1;1;0;1;2;2;15;7;SOME;false;0;0;0;0
056d7a97a87d51229f7bbcd437acf73e4f63051f;2014-08-06 16:26:07 +0100;0.0142361;0.2629167;1;1;1;0;1;1;2;1;NONE;false;0;0;0;0
1c5447153935ba3beee2bbffec4efa32ccb25aad;2014-08-05 12:58:17 +0100;2.7296875;2.8204861;2;1;1;1;12;5;65;17;SOME;true;1;1;1;1
0a3084976476a1089528e095a515ee4d201476c4;2014-08-05 12:01:21 +0100;34.6656597;34.8307060;4;1;3;1;92;1;497;12;SOME;true;5;5;5;0
fee09eaa40282b1e003c7677a9610666c3b11388;2014-08-04 10:43:58 +0100;10.9932870;11.1105671;1;1;1;0;1;1;1;1;NONE;false;0;0;0;0
f7d38efb3321df15345fe83dbc46acc9730c70d1;2014-07-29 15:09:05 +0100;12.1685648;14.2814468;4;1;3;1;36;1;154;3;SOME;false;0;0;0;0
b932c15a34ad13507d81d0f8924242591f39d907;2014-07-25 16:34:07 +0100;0.2094213;0.2508796;1;1;1;0;5;2;40;4;NONE;false;0;0;0;0
44edd83b9958cd46fe8781100606115c0653b900;2014-07-25 15:42:01 +0100;0.2146528;0.8738542;1;1;1;0;3;2;40;8;NONE;false;0;0;0;0
e41ffbc555658819bc40c0abadf90081a8c0a71b;2014-07-25 15:37:50 +0100;20.1633102;20.2318981;4;1;3;1;44;1;235;38;SOME;true;14;17;18;11
236d0e74f0eafa6976af4b7a60fb841358e3c2ba;2014-07-24 07:30:48 +0100;2.1190625;8.9666782;4;1;4;0;9;1;12;5;NONE;false;0;0;0;0
f285add9cf04c5d5ba828c7f2287844e87e00810;2014-07-23 08:41:09 +0100;0.0152315;0.9863426;2;1;2;0;4;1;4;1;NONE;false;0;0;0;0
0fa8a07ed94966f7c59d32334137cf59da172b92;2014-07-23 08:36:51 +0100;1.7068981;8.0125463;2;1;2;0;4;2;8;3;NONE;false;0;0;0;0
a2064dca28d7cb06453263368240213cb570843a;2014-07-22 12:35:38 +0100;0.8491898;0.9959491;1;1;1;0;2;1;39;4;NONE;false;0;0;0;0
e6bb6955dd65ccbdba48ff21ec67852762f87acc;2014-07-20 20:22:36 +0100;0.0004051;1.2055787;1;1;1;0;1;2;1;6;NONE;false;0;0;0;0
59c1260f88f61858ad40d87b7a2bfe26b642d1b4;2014-07-20 20:21:51 +0100;9.4837269;11.3000000;3;1;3;0;12;1;85;6;SOME;false;0;0;0;0
b2697a91329baa049941f9ecd6bff3507b152c60;2014-07-19 15:26:34 +0100;1.0265509;1.1526852;1;1;1;0;1;1;14;2;NONE;false;0;0;0;0
252f0516a5f3cf7d897c826f930ab45ee6211705;2014-07-06 07:57:07 +0100;0.9174769;0.9684954;1;1;1;0;3;3;34;52;SOME;true;1;1;1;0
2c78dd793fe8d1b9bad86210debbe0473c495e3c;2014-07-01 16:05:08 +0100;0.9752894;1.4531713;3;1;2;1;10;1;71;2;SOME;false;0;0;0;0
928cff9746bbad79b1fd95f747176da6141126b6;2014-07-01 16:03:59 +0100;0.9750000;1.4523727;2;1;2;0;8;1;70;1;NONE;false;0;0;0;0
8e54120e8a5e8c6de3cb14049f830fe17d0956b3;2014-07-01 16:03:34 +0100;0.9685417;1.4520833;1;1;1;0;6;1;70;1;ALL;false;0;0;0;0
b2c91cf63d0abb8261e0f5ff6cbec22bd13cff06;2014-07-01 15:03:50 +0100;2.1486111;3.2431713;1;1;1;0;2;2;68;1;ALL;true;1;1;1;0
4b299df7fb21c195fd239c5c7734678797534d16;2014-06-28 07:07:17 +0100;0.1008449;0.6713194;2;1;1;1;2;1;37;9;SOME;false;0;0;0;0
d8a802692ebf380680c77934c7cde426c9084fb7;2014-06-26 15:40:40 +0100;0.0150926;1.0007755;1;1;1;0;1;1;1;1;ALL;false;0;0;0;0
9be25151b263e7a3fb606d06b7c584c3f04cbf97;2014-06-26 15:40:09 +0100;4.2030093;8.0623380;2;1;2;0;4;1;7;4;NONE;false;0;0;0;0
4053f17f5244b8f245fb87ab378dca859e9055ed;2014-06-21 09:02:35 +0100;0.1274306;3.0245949;1;1;1;0;5;2;2;6;NONE;false;0;0;0;0
127202e1d4bdaf9b8e8b73347335b73731c9a905;2014-06-20 16:48:50 +0100;1.3140856;1.3624537;1;1;1;0;9;1;38;1;NONE;false;0;0;0;0
ea48639c05a49065f9abb36bf7048a7b5d0b8cef;2014-06-19 09:15:48 +0100;0.4530903;0.7696296;1;1;1;0;1;2;1;4;NONE;false;0;0;0;0
fc2c455a58c149757fad62458014c0c3a58b2512;2014-06-18 12:02:22 +0100;0.1692361;2.1396528;1;5;5;0;1;15;1;18;NONE;false;0;0;0;0
e6d1b23cb269ef732a59e17001c761e8f0f8d6dc;2014-06-18 08:27:10 +0100;46.7104282;48.6324537;5;1;5;0;18;1;24;1;NONE;false;0;0;0;0
7d1cfd5f03c33d412063c6ca68bcba5f1c4d1eb0;2014-06-18 08:22:48 +0100;15.0927546;21.8302662;5;1;4;1;12;2;16;4;SOME;false;0;0;0;0
fa24b74d836d8c18742c9a02e2ca93e0f94730ed;2014-06-18 08:15:44 +0100;41.0524884;42.9197338;4;1;4;0;12;1;12;6;NONE;false;0;0;0;0
a9bdd840ca14814924cda4d4ad1f56b9ce6e7444;2014-06-18 08:13:37 +0100;41.0489120;42.9182639;3;1;3;0;10;1;8;4;NONE;false;0;0;0;0
ef2a58ae136ced0c71f43f3c3a8487f652e4d307;2014-06-18 08:08:28 +0100;41.0450926;42.9146875;3;1;2;1;8;1;7;1;NONE;false;0;0;0;0
0e21d9265127f75a09345e840eacc7bdadf33b9a;2014-06-18 08:02:58 +0100;41.0397685;42.9108681;3;1;2;1;6;1;6;1;NONE;false;0;0;0;0
d36191b7241eaf91db8cbbb76d8157f5e2e035a4;2014-06-18 07:55:18 +0100;35.9628009;42.9055440;2;1;2;0;4;1;4;2;NONE;false;0;0;0;0
f871b2cf4a9152addeb03af9d90c9ebc6bd5aeb6;2014-05-30 08:34:42 +0100;0.3196875;0.8476505;1;2;2;0;1;3;8;11;SOME;false;0;0;0;0
e93c6666940a42585ca1915b36fd33afe8c1bb87;2014-04-29 09:32:00 +0100;0.0311574;0.0417130;1;1;1;0;1;1;3;6;NONE;false;0;0;0;0
e506eba9f81884ebfd3cb67bac3d460962523468;2014-04-29 08:31:56 +0100;15.2113773;17.9045949;5;2;5;0;11;8;4;35;NONE;false;0;0;0;0
abf966ccb53e021256297961f6776c3a5de4800b;2014-04-28 06:49:47 +0200;4.7982292;5.9703819;2;1;2;0;4;1;2;1;NONE;false;0;0;0;0
d5cac63c77516453b451a6c507626626e3bf9f80;2014-04-28 06:49:22 +0200;4.2671759;5.9700926;1;1;1;0;2;1;1;1;NONE;false;0;0;0;0
9b3564997da1906ed3bcef0dfc9a8e024f98c60c;2014-04-11 10:41:38 +0100;10.9386690;15.9463889;1;6;6;0;1;15;14;16;SOME;true;1;1;1;0
ed1b42cd5a96e5a26ac49e581289f7f9dfc0d57d;2014-04-11 09:33:28 +0100;48.6082060;49.5523148;8;1;8;0;59;1;85;1;NONE;false;0;0;0;0
593ee05a6f092667772f7f65893d29c7443e1cec;2014-04-11 09:32:05 +0100;1.4213657;1.8879398;3;1;3;0;6;1;9;1;NONE;false;0;0;0;0
cff1998b3841bfd9aa3f0072ec3f69f44cd46074;2014-04-11 09:27:55 +0100;0.7873380;1.8850463;2;1;2;0;4;1;8;1;NONE;false;0;0;0;0
89dae9c396b9bc25f58f044be5bd9e385ca5d15f;2014-04-11 09:24:43 +0100;27.9289352;28.9001505;4;1;3;1;14;1;11;7;NONE;false;0;0;0;0
4ee19922b20691ecb783ddc86097f4dfdf5e65f1;2014-03-13 11:48:30 +0100;1.4688657;1.9826620;2;1;1;1;5;1;5;2;NONE;false;0;0;0;0
b97840287058d3ffa35131adb87c133d84b32fa7;2014-03-12 16:39:37 +0000;0.8056019;1.2264931;1;1;1;0;1;2;1;3;NONE;false;0;0;0;0
8aee805fcadd64551958c2d31571b85e78505dee;2014-03-11 11:13:28 +0000;6.9396412;11.0525926;1;1;1;0;3;3;3;7;NONE;false;0;0;0;0
a0b049c6507f73051fbf5faf02daf5bc0c5afaa1;2014-02-28 09:57:44 +0000;0.0244907;0.0679282;1;1;1;0;1;1;1;1;NONE;false;0;0;0;0
18bba30fca1498a4d120eebb11ad418df278aaa5;2014-02-28 08:15:58 +0000;2.6621644;3.8834954;3;1;3;0;15;1;47;1;NONE;false;0;0;0;0
8424d25ded77382a3b543ea7064a5d4630435462;2014-02-28 07:56:26 +0000;0.0569907;0.9296991;1;1;1;0;1;1;0;3;ALL;false;0;0;0;0
8dd44271fc534f4ed088bce938b18b276a5f8756;2014-02-26 13:03:53 +0000;9.9782523;12.9238657;2;1;2;0;15;1;18;1;NONE;false;0;0;0;0
4b14ed524b1d577334c6f27721df8584fe765787;2014-02-24 10:39:21 +0000;5.5801852;6.8229630;1;1;1;0;2;4;2;5;NONE;false;0;0;0;0
375e9cdcec8d2f0da3eedcb67f4f57dc8b8fc0fe;2014-02-11 15:05:22 +0000;1.3953125;11.1365625;1;1;1;0;1;2;1;3;NONE;false;0;0;0;0
482a5ce4a67de17b4fc412aa28ca8d313e60d295;2014-01-30 06:12:43 -0800;12.8326968;13.0207523;5;1;5;0;35;3;80;3;NONE;false;0;0;0;0
f7d2118ec31e58a511002c2353401f132e85cf27;2014-01-29 23:07:22 -0800;0.8353241;1.0189699;2;1;2;0;11;1;59;6;SOME;false;0;0;0;0
243816ae75a605e038fdcae64568a7a6881b8e0e;2014-01-29 10:40:43 +0000;1.0066898;1.8370370;1;2;2;0;1;5;4;8;NONE;false;0;0;0;0
de78add89ffa2b2f98ad54f9352ccb38c839b9df;2014-01-27 22:30:25 -0800;42.4392824;42.9898032;10;1;9;1;91;1;95;2;SOME;false;0;0;0;0
034489ebc21fba1e74f9bff44a2ce6eee045a497;2014-01-17 02:09:58 -0800;0.0561343;0.6054977;2;1;1;1;3;1;12;4;NONE;false;0;0;0;0
a4d1c1ad8e7be6d56a4dcaa91700cfb6de8dd94d;2014-01-16 16:02:36 +0000;0.0767708;0.1182407;1;1;1;0;1;1;3;1;NONE;false;0;0;0;0
8eddd304fe66c89a8d05739f5f38de79dd08b6ec;2014-01-15 23:21:28 -0800;30.8542014;33.8487037;9;1;9;0;63;1;68;1;NONE;false;0;0;0;0
4ed80c8ee67ee0a6f46993d86747821575017a80;2014-01-15 21:40:47 +0000;0.1628704;0.2028125;1;1;1;0;1;1;2;1;NONE;false;0;0;0;0
bb726319db6a0ffae7d6707c0d8b0e0446ecf07f;2014-01-15 01:16:04 -0800;1.2451389;1.9470139;6;1;5;1;26;1;42;1;ALL;false;0;0;0;0
